"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Oct., 2018"	"2018/10"	562	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Nov., 2018"	"2018/11"	532	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Dec., 2018"	"2018/12"	630	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Jan., 2019"	"2019/01"	635	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Feb., 2019"	"2019/02"	546	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Mar., 2019"	"2019/03"	595	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Apr., 2019"	"2019/04"	544	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"May, 2019"	"2019/05"	548	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Jun., 2019"	"2019/06"	521	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Jul., 2019"	"2019/07"	569	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Aug., 2019"	"2019/08"	518	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Sep., 2019"	"2019/09"	552	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Oct., 2019"	"2019/10"	568	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Nov., 2019"	"2019/11"	571	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Dec., 2019"	"2019/12"	614	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Jan., 2020"	"2020/01"	598	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Feb., 2020"	"2020/02"	583	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Mar., 2020"	"2020/03"	600	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Apr., 2020"	"2020/04"	689	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"May, 2020"	"2020/05"	644	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Jun., 2020"	"2020/06"	636	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Jul., 2020"	"2020/07"	603	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Aug., 2020"	"2020/08"	634	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Sep., 2020"	"2020/09"	566	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Oct., 2020"	"2020/10"	627	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Nov., 2020"	"2020/11"	632	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Dec., 2020"	"2020/12"	723	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Jan., 2021 "	"2021/01"	692	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Feb., 2021 "	"2021/02"	591	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Mar., 2021 "	"2021/03"	644	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Apr., 2021 "	"2021/04"	614	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"May, 2021 "	"2021/05"	627	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Jun., 2021 "	"2021/06"	577	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Jul., 2021 "	"2021/07"	626	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Aug., 2021 "	"2021/08"	599	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Sep., 2021 "	"2021/09"	574	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Oct., 2021 "	"2021/10"	632	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Nov., 2021 "	"2021/11"	623	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"	"Dec., 2021 "	"2021/12"	751	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Illinois"	"17"			28799	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Jan., 2018"	"2018/01"	381	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Feb., 2018"	"2018/02"	349	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Mar., 2018"	"2018/03"	371	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Apr., 2018"	"2018/04"	339	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"May, 2018"	"2018/05"	339	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Jun., 2018"	"2018/06"	347	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Jul., 2018"	"2018/07"	321	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Aug., 2018"	"2018/08"	339	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Sep., 2018"	"2018/09"	320	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Oct., 2018"	"2018/10"	330	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Nov., 2018"	"2018/11"	327	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Dec., 2018"	"2018/12"	357	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Jan., 2019"	"2019/01"	358	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Feb., 2019"	"2019/02"	358	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Mar., 2019"	"2019/03"	409	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Apr., 2019"	"2019/04"	355	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"May, 2019"	"2019/05"	345	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Jun., 2019"	"2019/06"	293	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Jul., 2019"	"2019/07"	322	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Aug., 2019"	"2019/08"	312	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Sep., 2019"	"2019/09"	345	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Oct., 2019"	"2019/10"	334	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Nov., 2019"	"2019/11"	378	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Dec., 2019"	"2019/12"	323	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Jan., 2020"	"2020/01"	402	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Feb., 2020"	"2020/02"	361	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Mar., 2020"	"2020/03"	368	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Apr., 2020"	"2020/04"	355	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"May, 2020"	"2020/05"	417	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Jun., 2020"	"2020/06"	388	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Jul., 2020"	"2020/07"	374	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Aug., 2020"	"2020/08"	381	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Sep., 2020"	"2020/09"	326	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Oct., 2020"	"2020/10"	375	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Nov., 2020"	"2020/11"	369	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Dec., 2020"	"2020/12"	408	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Jan., 2021 "	"2021/01"	384	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Feb., 2021 "	"2021/02"	342	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Mar., 2021 "	"2021/03"	383	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Apr., 2021 "	"2021/04"	350	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"May, 2021 "	"2021/05"	344	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Jun., 2021 "	"2021/06"	371	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Jul., 2021 "	"2021/07"	376	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Aug., 2021 "	"2021/08"	383	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Sep., 2021 "	"2021/09"	362	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Oct., 2021 "	"2021/10"	372	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Nov., 2021 "	"2021/11"	384	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"	"Dec., 2021 "	"2021/12"	418	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Indiana"	"18"			17245	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Jan., 2018"	"2018/01"	638	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Feb., 2018"	"2018/02"	525	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Mar., 2018"	"2018/03"	596	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Apr., 2018"	"2018/04"	534	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"May, 2018"	"2018/05"	516	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Jun., 2018"	"2018/06"	493	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Jul., 2018"	"2018/07"	473	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Aug., 2018"	"2018/08"	470	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Sep., 2018"	"2018/09"	512	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Oct., 2018"	"2018/10"	562	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Nov., 2018"	"2018/11"	502	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Dec., 2018"	"2018/12"	541	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Jan., 2019"	"2019/01"	552	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Feb., 2019"	"2019/02"	500	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Mar., 2019"	"2019/03"	524	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Apr., 2019"	"2019/04"	509	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"May, 2019"	"2019/05"	529	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Jun., 2019"	"2019/06"	495	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Jul., 2019"	"2019/07"	492	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Aug., 2019"	"2019/08"	452	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Sep., 2019"	"2019/09"	465	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Oct., 2019"	"2019/10"	517	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Nov., 2019"	"2019/11"	526	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Dec., 2019"	"2019/12"	550	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Jan., 2020"	"2020/01"	580	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Feb., 2020"	"2020/02"	559	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Mar., 2020"	"2020/03"	585	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Apr., 2020"	"2020/04"	670	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"May, 2020"	"2020/05"	562	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Jun., 2020"	"2020/06"	558	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Jul., 2020"	"2020/07"	591	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Aug., 2020"	"2020/08"	554	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Sep., 2020"	"2020/09"	554	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Oct., 2020"	"2020/10"	571	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Nov., 2020"	"2020/11"	578	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Dec., 2020"	"2020/12"	626	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Jan., 2021 "	"2021/01"	629	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Feb., 2021 "	"2021/02"	564	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Mar., 2021 "	"2021/03"	574	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Apr., 2021 "	"2021/04"	581	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"May, 2021 "	"2021/05"	609	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Jun., 2021 "	"2021/06"	534	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Jul., 2021 "	"2021/07"	575	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Aug., 2021 "	"2021/08"	541	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Sep., 2021 "	"2021/09"	548	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Oct., 2021 "	"2021/10"	565	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Nov., 2021 "	"2021/11"	584	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"	"Dec., 2021 "	"2021/12"	718	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Michigan"	"26"			26483	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Jan., 2018"	"2018/01"	722	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Feb., 2018"	"2018/02"	575	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Mar., 2018"	"2018/03"	641	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Apr., 2018"	"2018/04"	643	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"May, 2018"	"2018/05"	638	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Jun., 2018"	"2018/06"	578	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Jul., 2018"	"2018/07"	601	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Aug., 2018"	"2018/08"	641	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Sep., 2018"	"2018/09"	601	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Oct., 2018"	"2018/10"	637	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Nov., 2018"	"2018/11"	671	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Dec., 2018"	"2018/12"	666	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Jan., 2019"	"2019/01"	718	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Feb., 2019"	"2019/02"	597	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Mar., 2019"	"2019/03"	655	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Apr., 2019"	"2019/04"	645	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"May, 2019"	"2019/05"	612	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Jun., 2019"	"2019/06"	557	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Jul., 2019"	"2019/07"	615	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Aug., 2019"	"2019/08"	619	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Sep., 2019"	"2019/09"	577	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Oct., 2019"	"2019/10"	621	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Nov., 2019"	"2019/11"	638	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Dec., 2019"	"2019/12"	681	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Jan., 2020"	"2020/01"	677	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Feb., 2020"	"2020/02"	640	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Mar., 2020"	"2020/03"	665	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Apr., 2020"	"2020/04"	635	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"May, 2020"	"2020/05"	757	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Jun., 2020"	"2020/06"	664	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Jul., 2020"	"2020/07"	728	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Aug., 2020"	"2020/08"	684	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Sep., 2020"	"2020/09"	643	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Oct., 2020"	"2020/10"	660	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Nov., 2020"	"2020/11"	696	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Dec., 2020"	"2020/12"	768	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Jan., 2021 "	"2021/01"	761	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Feb., 2021 "	"2021/02"	659	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Mar., 2021 "	"2021/03"	675	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Apr., 2021 "	"2021/04"	688	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"May, 2021 "	"2021/05"	681	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Jun., 2021 "	"2021/06"	688	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Jul., 2021 "	"2021/07"	652	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Aug., 2021 "	"2021/08"	740	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Sep., 2021 "	"2021/09"	747	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Oct., 2021 "	"2021/10"	746	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Nov., 2021 "	"2021/11"	736	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"	"Dec., 2021 "	"2021/12"	841	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"Ohio"	"39"			31980	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"Jan., 2018"	"2018/01"	251	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"Feb., 2018"	"2018/02"	213	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"Mar., 2018"	"2018/03"	207	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"Apr., 2018"	"2018/04"	207	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"May, 2018"	"2018/05"	202	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"Jun., 2018"	"2018/06"	219	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"Jul., 2018"	"2018/07"	213	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"Aug., 2018"	"2018/08"	225	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"Sep., 2018"	"2018/09"	193	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"Oct., 2018"	"2018/10"	246	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"Nov., 2018"	"2018/11"	235	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"Dec., 2018"	"2018/12"	229	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"Jan., 2019"	"2019/01"	247	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"Feb., 2019"	"2019/02"	244	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"Mar., 2019"	"2019/03"	226	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"Apr., 2019"	"2019/04"	219	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Wisconsin"	"55"	"May, 2019"	"2019/05"	211	Not Applicable	Not Applicable
